sep=;
series_id;round;configuration;time_seconds;agent;agent_side;move_action;rotate_action;combined_action;behavior_state;opening_plan;sword_x;sword_y;tip_x;tip_y;handle_x;handle_y;my_threat_distance;opponent_threat_distance;threat_advantage;sword_distance
S03;84;H2H_ML_Left_FSM_Right;2,3140;ML;Left;UpRight;None;UpRight_None;Neutral;;-5,0436;-2,0267;-5,0645;-3,2265;-5,0228;-0,8268;13,0646;7,2992;-5,7653;5,3300
S03;84;H2H_ML_Left_FSM_Right;2,4150;FSM;Right;DownLeft;None;DownLeft_None;Attack;Lower;-0,0934;-0,9877;-1,2210;-1,3981;1,0343;-0,5773;7,0272;12,7383;5,7110;4,8343
S03;84;H2H_ML_Left_FSM_Right;2,4150;ML;Left;DownRight;CounterClockwise;DownRight_CounterClockwise;Neutral;;-4,8419;-1,8942;-4,7372;-3,0897;-4,9465;-0,6988;12,7383;7,0272;-5,7110;4,8343
S03;84;H2H_ML_Left_FSM_Right;2,5156;FSM;Right;Left;None;Left_None;Attack;Lower;-0,3045;-1,1787;-1,4321;-1,5891;0,8232;-0,7683;6,7745;12,3001;5,5256;4,4916
S03;84;H2H_ML_Left_FSM_Right;2,5156;ML;Left;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Neutral;;-4,7104;-2,0521;-4,2999;-3,1797;-5,1208;-0,9245;12,3001;6,7745;-5,5256;4,4916
S03;84;H2H_ML_Left_FSM_Right;2,6161;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;ContactControl;Lower;-0,5680;-1,2424;-1,6726;-1,7113;0,5366;-0,7736;6,5116;12,2869;5,7753;4,4015
S03;84;H2H_ML_Left_FSM_Right;2,6161;ML;Left;UpLeft;None;UpLeft_None;Neutral;;-4,8687;-2,1788;-4,2869;-3,2283;-5,4506;-1,1293;12,2869;6,5116;-5,7753;4,4015
S03;84;H2H_ML_Left_FSM_Right;2,7175;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;ContactControl;Lower;-0,8585;-1,2473;-1,8041;-1,9861;0,0872;-0,5085;6,3234;12,5088;6,1854;4,1978
S03;84;H2H_ML_Left_FSM_Right;2,7175;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-4,9774;-2,0569;-4,5085;-3,1615;-5,4464;-0,9523;12,5088;6,3234;-6,1854;4,1978
S03;84;H2H_ML_Left_FSM_Right;2,8183;FSM;Right;Left;None;Left_None;ContactControl;Lower;-1,1492;-1,2477;-2,0548;-2,0349;-0,2435;-0,4604;6,0679;12,4662;6,3982;3,6843
S03;84;H2H_ML_Left_FSM_Right;2,8183;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,7562;-1,9980;-4,4659;-3,1624;-5,0466;-0,8337;12,4662;6,0679;-6,3982;3,6843
S03;84;H2H_ML_Left_FSM_Right;2,9186;FSM;Right;Left;None;Left_None;ContactControl;Lower;-1,4385;-1,2477;-2,3442;-2,0349;-0,5328;-0,4604;5,7848;12,2983;6,5135;3,2182
S03;84;H2H_ML_Left_FSM_Right;2,9186;ML;Left;Down;None;Down_None;Neutral;;-4,5874;-1,9116;-4,2970;-3,0759;-4,8778;-0,7473;12,2983;5,7848;-6,5135;3,2182
S03;84;H2H_ML_Left_FSM_Right;3,0192;FSM;Right;Left;None;Left_None;ContactControl;Lower;-1,7286;-1,2477;-2,6342;-2,0349;-0,8229;-0,4604;5,5015;12,1141;6,6126;2,9092
S03;84;H2H_ML_Left_FSM_Right;3,0192;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-4,5244;-2,0520;-4,1139;-3,1796;-4,9349;-0,9244;12,1141;5,5015;-6,6126;2,9092
S03;84;H2H_ML_Left_FSM_Right;3,1193;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;ContactControl;Lower;-1,9869;-1,3209;-2,7091;-2,2793;-1,2647;-0,3626;5,3791;11,8009;6,4218;2,4870
S03;84;H2H_ML_Left_FSM_Right;3,1193;ML;Left;Down;None;Down_None;Neutral;;-4,3809;-1,9946;-3,7991;-3,0441;-4,9628;-0,9451;11,8009;5,3791;-6,4218;2,4870
S03;84;H2H_ML_Left_FSM_Right;3,2199;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-2,1974;-1,5138;-2,9688;-2,4330;-1,4261;-0,5945;5,0970;11,7376;6,6406;2,2112
S03;84;H2H_ML_Left_FSM_Right;3,2199;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,3192;-2,1360;-3,7374;-3,1855;-4,9011;-1,0865;11,7376;5,0970;-6,6406;2,2112
S03;84;H2H_ML_Left_FSM_Right;3,3210;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;-2,4040;-1,7173;-3,4216;-2,3532;-1,3863;-1,0814;4,6653;11,7656;7,1004;1,8092
S03;84;H2H_ML_Left_FSM_Right;3,3210;ML;Left;Down;Clockwise;Down_Clockwise;Neutral;;-4,1761;-2,0818;-3,7656;-3,2094;-4,5865;-0,9542;11,7656;4,6653;-7,1004;1,8092
S03;84;H2H_ML_Left_FSM_Right;3,4215;FSM;Right;UpLeft;Clockwise;UpLeft_Clockwise;ContactControl;Lower;-2,6483;-1,7173;-3,7529;-2,1862;-1,5437;-1,2485;4,3782;11,6257;7,2475;1,5456
S03;84;H2H_ML_Left_FSM_Right;3,4215;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-4,0940;-2,2638;-3,6251;-3,3683;-4,5630;-1,1592;11,6257;4,3782;-7,2475;1,5456
S03;84;H2H_ML_Left_FSM_Right;3,5225;FSM;Right;None;None;None_None;Attack;Lower;-2,9119;-1,5490;-3,9886;-2,0789;-1,8353;-1,0191;4,1787;11,4121;7,2334;1,3099
S03;84;H2H_ML_Left_FSM_Right;3,5225;ML;Left;Left;None;Left_None;Neutral;;-3,9920;-2,2902;-3,4117;-3,3406;-4,5722;-1,2398;11,4121;4,1787;-7,2334;1,3099
S03;84;H2H_ML_Left_FSM_Right;3,6226;FSM;Right;None;None;None_None;Attack;Lower;-0,1286;0,3610;1,0483;0,1270;-1,3056;0,5950;9,6578;13,0146;3,3568;5,6500
S03;84;H2H_ML_Left_FSM_Right;3,6226;ML;Left;None;None;None_None;Neutral;;-4,7872;-2,8360;-4,9918;-4,0184;-4,5825;-1,6535;13,0146;9,6578;-3,3568;5,6500
S03;84;H2H_ML_Left_FSM_Right;3,7234;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;0,6243;0,8807;1,7981;1,1301;-0,5495;0,6314;10,7324;13,3073;2,5750;6,8184
S03;84;H2H_ML_Left_FSM_Right;3,7234;ML;Left;Up;CounterClockwise;Up_CounterClockwise;Neutral;;-5,0306;-2,9288;-5,2800;-4,1026;-4,7812;-1,7550;13,3073;10,7324;-2,5750;6,8184
S03;84;H2H_ML_Left_FSM_Right;3,8242;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;0,4159;0,7310;1,6143;0,6680;-0,7824;0,7940;10,3817;12,9386;2,5569;6,3915
S03;84;H2H_ML_Left_FSM_Right;3,8242;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-4,9860;-2,6852;-4,9231;-3,8835;-5,0489;-1,4869;12,9386;10,3817;-2,5569;6,3915
S03;84;H2H_ML_Left_FSM_Right;3,9249;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;0,2103;0,5299;1,3694;0,2191;-0,9487;0,8406;9,9908;12,5346;2,5438;5,9281
S03;84;H2H_ML_Left_FSM_Right;3,9249;ML;Left;UpLeft;CounterClockwise;UpLeft_CounterClockwise;Neutral;;-4,9002;-2,4742;-4,5293;-3,6154;-5,2711;-1,3329;12,5346;9,9908;-2,5438;5,9281
S03;84;H2H_ML_Left_FSM_Right;4,0250;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;0,0062;0,3261;1,0453;-0,2741;-1,0330;0,9262;9,5221;12,3147;2,7926;5,6109
S03;84;H2H_ML_Left_FSM_Right;4,0250;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-4,9683;-2,2696;-4,3146;-3,2759;-5,6220;-1,2632;12,3147;9,5221;-2,7926;5,6109
S03;84;H2H_ML_Left_FSM_Right;4,1260;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;ContactControl;Lower;-0,2000;0,1199;0,9591;-0,1908;-1,3591;0,4307;9,4668;12,0146;2,5478;5,1827
S03;84;H2H_ML_Left_FSM_Right;4,1260;ML;Left;UpLeft;CounterClockwise;UpLeft_CounterClockwise;Neutral;;-4,9003;-2,0634;-4,0085;-2,8662;-5,7922;-1,2605;12,0146;9,4668;-2,5478;5,1827
S03;84;H2H_ML_Left_FSM_Right;4,2260;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;ContactControl;Lower;-0,4039;-0,0839;0,7961;-0,0841;-1,6039;-0,0838;9,3483;12,0156;2,6673;4,8963
S03;84;H2H_ML_Left_FSM_Right;4,2260;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,9669;-1,8595;-3,9960;-2,5647;-5,9378;-1,1543;12,0156;9,3483;-2,6673;4,8963
S03;84;H2H_ML_Left_FSM_Right;4,3260;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-0,6078;-0,2879;0,5906;-0,2252;-1,8062;-0,3505;9,1073;12,0687;2,9613;4,5378
S03;84;H2H_ML_Left_FSM_Right;4,3260;ML;Left;DownLeft;Clockwise;DownLeft_Clockwise;Neutral;;-4,9002;-1,7597;-4,0516;-2,6081;-5,7489;-0,9112;12,0687;9,1073;-2,9613;4,5378
S03;84;H2H_ML_Left_FSM_Right;4,4265;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-0,8127;-0,4927;0,3611;-0,7424;-1,9864;-0,2431;8,7288;12,1960;3,4672;4,4622
S03;84;H2H_ML_Left_FSM_Right;4,4265;ML;Left;UpLeft;CounterClockwise;UpLeft_CounterClockwise;Neutral;;-5,0719;-1,8233;-4,1801;-2,6261;-5,9638;-1,0204;12,1960;8,7288;-3,4672;4,4622
S03;84;H2H_ML_Left_FSM_Right;4,5267;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;-1,0529;-0,6109;0,0162;-1,1559;-2,1220;-0,0660;8,2851;12,2036;3,9185;4,2363
S03;84;H2H_ML_Left_FSM_Right;4,5267;ML;Left;Right;None;Right_None;Neutral;;-5,1455;-1,7046;-4,1746;-2,4098;-6,1164;-0,9993;12,2036;8,2851;-3,9185;4,2363
S03;84;H2H_ML_Left_FSM_Right;4,6272;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;ContactControl;Lower;-1,3386;-0,6215;-0,1974;-0,9925;-2,4798;-0,2505;8,1225;12,2227;4,1002;3,8626
S03;84;H2H_ML_Left_FSM_Right;4,6272;ML;Left;Left;Clockwise;Left_Clockwise;Neutral;;-5,0506;-1,6895;-4,2020;-2,5379;-5,8992;-0,8411;12,2227;8,1225;-4,1002;3,8626
S03;84;H2H_ML_Left_FSM_Right;4,7287;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;ContactControl;Lower;-1,6309;-0,6223;-0,4325;-0,6853;-2,8292;-0,5593;7,9901;12,4248;4,4348;3,6719
S03;84;H2H_ML_Left_FSM_Right;4,7287;ML;Left;UpRight;None;UpRight_None;Neutral;;-5,1612;-1,6320;-4,4059;-2,5645;-5,9165;-0,6995;12,4248;7,9901;-4,4348;3,6719
S03;84;H2H_ML_Left_FSM_Right;4,8292;FSM;Right;Left;None;Left_None;ContactControl;Lower;-1,9207;-0,6224;-0,7354;-0,4348;-3,1059;-0,8099;7,7908;12,2692;4,4784;3,1806
S03;84;H2H_ML_Left_FSM_Right;4,8292;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,9934;-1,4438;-4,2381;-2,3763;-5,7487;-0,5113;12,2692;7,7908;-4,4784;3,1806
S03;84;H2H_ML_Left_FSM_Right;4,9292;FSM;Right;DownLeft;None;DownLeft_None;ContactControl;Lower;-2,1976;-0,6507;-1,0123;-0,4632;-3,3828;-0,8383;7,5227;12,0848;4,5622;2,6608
S03;84;H2H_ML_Left_FSM_Right;4,9292;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,7921;-1,2409;-4,0368;-2,1734;-5,5474;-0,3084;12,0848;7,5227;-4,5622;2,6608
S03;84;H2H_ML_Left_FSM_Right;5,0300;FSM;Right;Left;Clockwise;Left_Clockwise;ContactControl;Lower;-2,4147;-0,8287;-1,2294;-0,6412;-3,5999;-1,0163;7,2556;12,1605;4,9049;2,2984
S03;84;H2H_ML_Left_FSM_Right;5,0300;ML;Left;UpLeft;Clockwise;UpLeft_Clockwise;Neutral;;-4,7037;-1,0354;-4,1036;-2,0746;-5,3038;0,0038;12,1605;7,2556;-4,9049;2,2984
S03;84;H2H_ML_Left_FSM_Right;5,1304;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;-2,6738;-0,9018;-1,4804;-1,0274;-3,8672;-0,7762;6,8879;12,3286;5,4407;2,0846
S03;84;H2H_ML_Left_FSM_Right;5,1304;ML;Left;DownRight;None;DownRight_None;Neutral;;-4,7579;-0,9488;-4,2697;-2,0450;-5,2461;0,1474;12,3286;6,8879;-5,4407;2,0846
S03;84;H2H_ML_Left_FSM_Right;5,2311;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;-2,9623;-0,9075;-1,8420;-1,3377;-4,0825;-0,4772;6,4479;12,2579;5,8100;1,7536
S03;84;H2H_ML_Left_FSM_Right;5,2311;ML;Left;DownLeft;None;DownLeft_None;Neutral;;-4,7026;-1,1222;-4,2144;-2,2184;-5,1908;-0,0260;12,2579;6,4479;-5,8100;1,7536
S03;84;H2H_ML_Left_FSM_Right;5,3314;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;-3,2512;-0,9079;-2,2805;-1,6134;-4,2220;-0,2024;5,9489;12,1172;6,1683;1,5221
S03;84;H2H_ML_Left_FSM_Right;5,3314;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-4,7312;-1,2635;-4,0775;-2,2698;-5,3849;-0,2572;12,1172;5,9489;-6,1683;1,5221
S03;84;H2H_ML_Left_FSM_Right;5,4320;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;ContactControl;Lower;-3,5017;-1,0037;-2,4326;-1,5486;-4,5709;-0,4587;5,8214;11,8468;6,0254;1,1223
S03;84;H2H_ML_Left_FSM_Right;5,4320;ML;Left;Down;None;Down_None;Contact;;-4,5639;-1,3662;-3,8086;-2,2987;-5,3191;-0,4337;11,8468;5,8214;-6,0254;1,1223
S03;84;H2H_ML_Left_FSM_Right;5,5324;FSM;Right;None;None;None_None;ContactControl;Lower;-2,4978;-0,6316;-1,4096;-0,1257;-3,5859;-1,1375;7,2932;12,0220;4,7288;2,3249
S03;84;H2H_ML_Left_FSM_Right;5,5324;ML;Left;DownLeft;Clockwise;DownLeft_Clockwise;Neutral;;-4,6071;-1,6094;-4,0070;-2,6486;-5,2072;-0,5702;12,0220;7,2932;-4,7288;2,3249
S03;84;H2H_ML_Left_FSM_Right;5,6326;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;ContactControl;Lower;0,3623;0,6223;-0,7421;1,0917;1,4667;0,1528;8,4572;12,0284;3,5712;5,5390
S03;84;H2H_ML_Left_FSM_Right;5,6326;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-4,6695;-1,6933;-4,0158;-2,6996;-5,3232;-0,6869;12,0284;8,4572;-3,5712;5,5390
S03;84;H2H_ML_Left_FSM_Right;5,7337;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;ContactControl;Lower;0,1537;0,6064;-1,0345;0,7740;1,3419;0,4387;8,0440;11,7040;3,6600;5,1563
S03;84;H2H_ML_Left_FSM_Right;5,7337;ML;Left;Up;CounterClockwise;Up_CounterClockwise;Neutral;;-4,5567;-1,4911;-3,6649;-2,2940;-5,4486;-0,6882;11,7040;8,0440;-3,6600;5,1563
S03;84;H2H_ML_Left_FSM_Right;5,8344;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;ContactControl;Lower;-0,1258;0,5931;-1,3256;0,5728;1,0740;0,6134;7,6913;11,5819;3,8906;4,7217
S03;84;H2H_ML_Left_FSM_Right;5,8344;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,4787;-1,2363;-3,5078;-1,9416;-5,4496;-0,5311;11,5819;7,6913;-3,8906;4,7217
S03;84;H2H_ML_Left_FSM_Right;5,9346;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Attack;Lower;-0,3608;0,4632;-1,5601;0,5058;0,8384;0,4207;7,4548;11,5674;4,1126;4,3720
S03;84;H2H_ML_Left_FSM_Right;5,9346;ML;Left;Left;None;Left_None;Neutral;;-4,4468;-1,0923;-3,4759;-1,7976;-5,4177;-0,3871;11,5674;7,4548;-4,1126;4,3720
S03;84;H2H_ML_Left_FSM_Right;6,0357;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Attack;Lower;-0,5933;0,3207;-1,7627;0,0514;0,5761;0,5900;7,0569;11,6719;4,6150;4,1664
S03;84;H2H_ML_Left_FSM_Right;6,0357;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,5415;-1,0100;-3,5706;-1,7152;-5,5124;-0,3047;11,6719;7,0569;-4,6150;4,1664
S03;84;H2H_ML_Left_FSM_Right;6,1367;FSM;Right;DownLeft;None;DownLeft_None;Attack;Lower;-0,8098;0,1403;-1,9446;-0,2498;0,3251;0,5304;6,7576;11,6735;4,9159;3,7962
S03;84;H2H_ML_Left_FSM_Right;6,1367;ML;Left;Down;Clockwise;Down_Clockwise;Neutral;;-4,4358;-0,9837;-3,5872;-1,8321;-5,2844;-0,1353;11,6735;6,7576;-4,9159;3,7962
S03;84;H2H_ML_Left_FSM_Right;6,2375;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;ContactControl;Lower;-1,0601;0,0420;-2,0890;-0,5755;-0,0311;0,6595;6,4877;11,8056;5,3179;3,6114
S03;84;H2H_ML_Left_FSM_Right;6,2375;ML;Left;UpLeft;None;UpLeft_None;Neutral;;-4,4951;-1,0727;-3,7398;-2,0052;-5,2504;-0,1402;11,8056;6,4877;-5,3179;3,6114
S03;84;H2H_ML_Left_FSM_Right;6,3380;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;ContactControl;Lower;-1,3466;0,0342;-2,1806;-0,8285;-0,5126;0,8970;6,3028;11,8734;5,5706;3,3298
S03;84;H2H_ML_Left_FSM_Right;6,3380;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,5435;-0,8973;-3,7882;-1,8298;-5,2988;0,0352;11,8734;6,3028;-5,5706;3,3298
S03;84;H2H_ML_Left_FSM_Right;6,4382;FSM;Right;Left;None;Left_None;ContactControl;Lower;-1,6057;-0,0379;-2,1880;-1,0871;-1,0234;1,0114;6,2012;12,0030;5,8018;2,9749
S03;84;H2H_ML_Left_FSM_Right;6,4382;ML;Left;UpLeft;Clockwise;UpLeft_Clockwise;Neutral;;-4,5071;-0,6952;-3,9070;-1,7344;-5,1072;0,3440;12,0030;6,2012;-5,8018;2,9749
S03;84;H2H_ML_Left_FSM_Right;6,5383;FSM;Right;Left;None;Left_None;ContactControl;Lower;-1,8750;-0,0848;-2,5638;-1,0675;-1,1862;0,8978;5,8578;12,2186;6,3608;2,8013
S03;84;H2H_ML_Left_FSM_Right;6,5383;ML;Left;Down;None;Down_None;Neutral;;-4,6157;-0,6642;-4,1275;-1,7604;-5,1039;0,4320;12,2186;5,8578;-6,3608;2,8013
S03;84;H2H_ML_Left_FSM_Right;6,6395;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;ContactControl;Lower;-2,1654;-0,0885;-2,8543;-1,0711;-1,4766;0,8941;5,5878;12,1606;6,5728;2,6679
S03;84;H2H_ML_Left_FSM_Right;6,6395;ML;Left;Left;CounterClockwise;Left_CounterClockwise;Neutral;;-4,7308;-0,8209;-4,0772;-1,8272;-5,3845;0,1855;12,1606;5,5878;-6,5728;2,6679
S03;84;H2H_ML_Left_FSM_Right;6,7400;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;-2,4010;-0,2200;-2,9833;-1,2693;-1,8187;0,8292;5,3933;12,3381;6,9447;2,6751
S03;84;H2H_ML_Left_FSM_Right;6,7400;ML;Left;Left;None;Left_None;Neutral;;-5,0042;-0,8361;-4,2489;-1,7686;-5,7594;0,0964;12,3381;5,3933;-6,9447;2,6751
S03;84;H2H_ML_Left_FSM_Right;6,8400;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;-2,6772;-0,2495;-3,5113;-1,1123;-1,8432;0,6133;4,9715;12,6075;7,6360;2,4742
S03;84;H2H_ML_Left_FSM_Right;6,8400;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-5,0807;-0,8373;-4,5358;-1,9064;-5,6256;0,2319;12,6075;4,9715;-7,6360;2,4742
S03;84;H2H_ML_Left_FSM_Right;6,9404;FSM;Right;DownLeft;None;DownLeft_None;Attack;Lower;-2,9480;-0,2949;-3,9068;-1,0166;-1,9893;0,4268;4,6627;12,2054;7,5428;1,9543
S03;84;H2H_ML_Left_FSM_Right;6,9404;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-4,8255;-0,8373;-4,1200;-1,8081;-5,5309;0,1334;12,2054;4,6627;-7,5428;1,9543
S03;84;H2H_ML_Left_FSM_Right;7,0405;FSM;Right;Left;Clockwise;Left_Clockwise;ContactControl;Lower;-3,1604;-0,2573;-4,2733;-0,7063;-2,0475;0,1916;4,5118;11,8155;7,3037;1,6365
S03;84;H2H_ML_Left_FSM_Right;7,0405;ML;Left;Down;CounterClockwise;Down_CounterClockwise;Neutral;;-4,6459;-0,9438;-3,7133;-1,6989;-5,5786;-0,1887;11,8155;4,5118;-7,3037;1,6365
S03;84;H2H_ML_Left_FSM_Right;7,1412;FSM;Right;UpLeft;CounterClockwise;UpLeft_CounterClockwise;ContactControl;Lower;-3,3666;-0,0648;-4,3253;-0,7864;-2,4078;0,6569;4,4238;11,9036;7,4798;1,5715
S03;84;H2H_ML_Left_FSM_Right;7,1412;ML;Left;Up;Clockwise;Up_Clockwise;Neutral;;-4,6290;-1,0006;-3,8260;-1,8923;-5,4321;-0,1089;11,9036;4,4238;-7,4798;1,5715
S03;84;H2H_ML_Left_FSM_Right;7,2424;FSM;Right;None;None;None_None;Attack;Lower;-3,5735;0,1159;-4,4919;-0,6564;-2,6551;0,8883;4,3624;12,0908;7,7284;1,3125
S03;84;H2H_ML_Left_FSM_Right;7,2424;ML;Left;UpRight;Clockwise;UpRight_Clockwise;Neutral;;-4,5513;-0,7597;-4,0071;-1,8292;-5,0955;0,3098;12,0908;4,3624;-7,7284;1,3125
S03;84;H2H_ML_Left_FSM_Right;7,3431;FSM;Right;None;None;None_None;Attack;Lower;-1,0705;2,3574;0,1289;2,3979;-2,2698;2,3170;9,8980;13,5242;3,6263;5,6325
S03;84;H2H_ML_Left_FSM_Right;7,3431;ML;Left;None;None;None_None;Neutral;;-5,2664;-1,4001;-5,5074;-2,5756;-5,0254;-0,2246;13,5242;9,8980;-3,6263;5,6325
S03;84;H2H_ML_Left_FSM_Right;7,4443;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-0,3789;2,9790;0,7001;3,5042;-1,4579;2,4538;11,0137;13,7229;2,7091;6,7652
S03;84;H2H_ML_Left_FSM_Right;7,4443;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-5,4216;-1,5309;-5,7117;-2,6953;-5,1316;-0,3665;13,7229;11,0137;-2,7091;6,7652
S03;84;H2H_ML_Left_FSM_Right;7,5455;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;-0,5721;2,7897;0,6060;3,0178;-1,7502;2,5617;10,6462;13,2271;2,5809;6,2227
S03;84;H2H_ML_Left_FSM_Right;7,5455;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-5,2291;-1,3376;-5,2079;-2,5374;-5,2503;-0,1378;13,2271;10,6462;-2,5809;6,2227
S03;84;H2H_ML_Left_FSM_Right;7,6482;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;-0,7806;2,5815;0,4164;2,4968;-1,9776;2,6662;10,1909;12,7264;2,5355;5,6343
S03;84;H2H_ML_Left_FSM_Right;7,6482;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-5,0206;-1,1290;-4,6896;-2,2825;-5,3517;0,0244;12,7264;10,1909;-2,5355;5,6343
S03;84;H2H_ML_Left_FSM_Right;7,7482;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;-0,9845;2,3776;0,1498;1,9861;-2,1188;2,7692;9,6866;12,2671;2,5805;5,0591
S03;84;H2H_ML_Left_FSM_Right;7,7482;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-4,8168;-0,9251;-4,1985;-1,9536;-5,4350;0,1033;12,2671;9,6866;-2,5805;5,0591
S03;84;H2H_ML_Left_FSM_Right;7,8493;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;ContactControl;Lower;-1,1907;2,1714;-0,1317;1,6072;-2,2498;2,7356;9,2465;11,9646;2,7181;4,5236
S03;84;H2H_ML_Left_FSM_Right;7,8493;ML;Left;Up;CounterClockwise;Up_CounterClockwise;Neutral;;-4,7015;-0,6812;-3,8381;-1,5146;-5,5649;0,1522;11,9646;9,2465;-2,7181;4,5236
S03;84;H2H_ML_Left_FSM_Right;7,9500;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;ContactControl;Lower;-1,3960;1,9661;-0,2270;1,6953;-2,5651;2,2370;9,2125;11,9450;2,7325;4,1513
S03;84;H2H_ML_Left_FSM_Right;7,9500;ML;Left;UpLeft;CounterClockwise;UpLeft_CounterClockwise;Neutral;;-4,7837;-0,4332;-3,7341;-1,0147;-5,8334;0,1484;11,9450;9,2125;-2,7325;4,1513
S03;84;H2H_ML_Left_FSM_Right;8,0508;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-1,6017;1,7605;-0,4201;1,5512;-2,7833;1,9698;8,9723;12,0647;3,0924;3,7568
S03;84;H2H_ML_Left_FSM_Right;8,0508;ML;Left;UpRight;Clockwise;UpRight_Clockwise;Neutral;;-4,7917;-0,2238;-3,8459;-0,9624;-5,7374;0,5148;12,0647;8,9723;-3,0924;3,7568
S03;84;H2H_ML_Left_FSM_Right;8,1512;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-1,8065;1,5557;-0,7193;1,0477;-2,8937;2,0637;8,4542;11,9560;3,5018;3,2752
S03;84;H2H_ML_Left_FSM_Right;8,1512;ML;Left;Up;CounterClockwise;Up_CounterClockwise;Neutral;;-4,6995;0,0204;-3,6498;-0,5612;-5,7492;0,6019;11,9560;8,4542;-3,5018;3,2752
S03;84;H2H_ML_Left_FSM_Right;8,2512;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;-2,0144;1,3608;-1,0957;0,5887;-2,9330;2,1329;7,8994;12,0191;4,1197;2,9860
S03;84;H2H_ML_Left_FSM_Right;8,2512;ML;Left;Down;Clockwise;Down_Clockwise;Neutral;;-4,6915;0,0380;-3,7457;-0,7006;-5,6372;0,7766;12,0191;7,8994;-4,1197;2,9860
