sep=;
series_id;round;configuration;ml_model;fsm_version;result;winner;winner_side;duration_seconds;score_differential_ml_minus_fsm;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
S02;54;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0002;-7;Contested;1,3400;Tip;Tip;28;21;5;2;13;22;17
S02;55;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;23,2400;-8;Contested;20,4200;Tip;Tip;29;21;5;2;13;23;17
S02;56;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3800;-9;None;;;;30;21;5;2;13;23;18
S02;57;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,6800;-8;Contested;1,4399;Tip;Tip;30;22;5;2;13;24;18
S02;58;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;10,5000;-9;Contested;3,6600;Tip;Tip;31;22;5;2;13;25;18
S02;59;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;16,4200;-10;Contested;1,3600;Tip;Tip;32;22;5;2;13;26;18
S02;60;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;0,6000;-11;None;;;;33;22;5;2;13;26;19
S02;61;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;9,7800;-10;Contested;1,4800;Tip;Tip;33;23;5;2;13;27;19
S02;62;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;19,6800;-11;Contested;1,3400;Tip;Tip;34;23;5;2;13;28;19
S02;63;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;7,7800;-10;None;;;;34;24;5;2;13;28;20
S02;64;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,6200;-9;None;;;;34;25;5;2;13;28;21
S02;65;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;4,7000;-8;None;;;;34;26;5;2;13;28;22
S02;66;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,8000;-9;None;;;;35;26;5;2;13;28;23
S02;67;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,6801;-8;None;;;;35;27;5;2;13;28;24
S02;68;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0008;-8;Contested;3,0800;Tip;Tip;35;27;6;2;13;29;24
S02;69;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,6400;-7;Contested;1,3800;Tip;Tip;35;28;6;2;13;30;24
S02;70;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,0000;-6;Contested;1,4000;Tip;Tip;35;29;6;2;13;31;24
S02;71;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;7,5600;-5;Contested;1,4600;Tip;Tip;35;30;6;2;13;32;24
S02;72;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3800;-6;None;;;;36;30;6;2;13;32;25
S02;73;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;15,5800;-7;ML;3,6600;Tip;Blade;37;30;6;2;14;32;25
S02;74;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,2800;-8;None;;;;38;30;6;2;14;32;26
S02;75;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;7,2800;-7;Contested;1,5600;Tip;Tip;38;31;6;2;14;33;26
S02;76;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;7,6200;-6;FSM;3,2000;Blade;Tip;38;32;6;3;14;33;26
S02;77;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,2800;-7;None;;;;39;32;6;3;14;33;27
S02;78;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,2000;-8;None;;;;40;32;6;3;14;33;28
S02;79;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;11,3400;-7;ML;1,6000;Tip;Blade;40;33;6;3;15;33;28
S02;80;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;6,5800;-8;ML;5,2401;Tip;Blade;41;33;6;3;16;33;28
S02;81;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,4800;-7;Contested;1,5200;Tip;Tip;41;34;6;3;16;34;28
S02;82;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3800;-8;None;;;;42;34;6;3;16;34;29
S02;83;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,6000;-7;Contested;1,4800;Tip;Tip;42;35;6;3;16;35;29
S02;84;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;15,9600;-8;Contested;4,0000;Tip;Tip;43;35;6;3;16;36;29
S02;85;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,4200;-7;None;;;;43;36;6;3;16;36;30
S02;86;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3000;-8;None;;;;44;36;6;3;16;36;31
S02;87;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,0400;-9;None;;;;45;36;6;3;16;36;32
S02;88;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;19,9000;-10;Contested;1,4000;Tip;Tip;46;36;6;3;16;37;32
S02;89;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;3,9400;-9;None;;;;46;37;6;3;16;37;33
S02;90;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;8,4800;-8;ML;1,5800;Tip;Blade;46;38;6;3;17;37;33
S02;91;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;5,5800;-9;Contested;1,3400;Tip;Tip;47;38;6;3;17;38;33
S02;92;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;8,4200;-10;ML;1,6000;Tip;Blade;48;38;6;3;18;38;33
S02;93;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;6,6800;-11;Contested;1,4800;Tip;Tip;49;38;6;3;18;39;33
S02;94;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;6,8800;-10;ML;1,6200;Tip;Blade;49;39;6;3;19;39;33
S02;95;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;4,0400;-9;None;;;;49;40;6;3;19;39;34
S02;96;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;26,4800;-10;ML;1,5200;Tip;Blade;50;40;6;3;20;39;34
S02;97;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;7,8400;-9;Contested;1,5400;Tip;Tip;50;41;6;3;20;40;34
S02;98;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0002;-9;ML;1,6200;Tip;Blade;50;41;7;3;21;40;34
S02;99;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;8,4800;-10;Contested;3,3400;Tip;Tip;51;41;7;3;21;41;34
S02;100;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;9,6801;-9;Contested;1,5000;Tip;Tip;51;42;7;3;21;42;34
